maskapai,asal,tujuan,tahun,penumpang,harga
country link,CGK,BTH,2016,187,3721265
country link,BDO,DPS,2014,152,2952456
mataram,PKU,HLP,2015,131,2499136
water asia,CGK,UPG,2014,184,3632331
mataram,BDO,HLP,2017,115,2195235
rajawali,CGK,PDG,2014,137,2644456
mataram,BDO,SRG,2016,74,1316066
macan,JOG,SRG,2014,89,1638166
country link,BTO,UPG,2017,199,3955000
country link,KNO,UPG,2014,73,1288885
macan,JOG,HLP,2017,147,2835240
rajawali,KNO,SRG,2015,169,3313829
water asia,JOG,BTH,2017,157,3063629
water asia,BDO,DPS,2017,180,3546370
country link,CGK,DPS,2015,110,2081281
country link,PKU,HLP,2017,187,3721897
mataram,PKU,UPG,2016,90,1666151
mataram,JOG,PDG,2015,94,1749859
rajawali,BTO,UPG,2016,108,2049838
water asia,PKU,HLP,2014,169,3322298
rajawali,CGK,DPS,2016,148,2864259
rajawali,BDO,BTH,2014,121,2307128
country link,BTO,PDG,2017,161,3147876
water asia,PKU,BTH,2015,199,3956403
mataram,JOG,BTH,2015,69,1216035
rajawali,JOG,DPS,2014,87,1600320
macan,PKU,BTH,2015,193,3820539
water asia,JOG,HLP,2017,186,3700302
macan,PKU,UPG,2014,96,1788002
water asia,BTO,DPS,2017,134,2579970
macan,CGK,PDG,2014,145,2802411
rajawali,BDO,UPG,2015,194,3857680
mataram,BTO,DPS,2016,123,2363232
macan,JOG,SRG,2014,136,2614326
macan,JOG,HLP,2016,98,1816221
water asia,KNO,BTH,2016,108,2030909
country link,BTO,HLP,2016,140,2686069
mataram,PKU,BTH,2016,106,1983324
country link,KNO,BTH,2016,170,3352588
country link,BDO,SRG,2016,100,1856463
water asia,KNO,HLP,2014,68,1164563
macan,CGK,DPS,2014,164,3213881
country link,JOG,UPG,2015,147,2835958
water asia,JOG,UPG,2016,103,1929680
mataram,CGK,DPS,2016,81,1465738
macan,JOG,UPG,2016,183,3621481
water asia,KNO,DPS,2016,144,2771951
mataram,BDO,DPS,2015,60,1015803
rajawali,BDO,UPG,2015,182,3605084
water asia,JOG,UPG,2015,186,3696546
rajawali,BDO,PDG,2017,84,1519348
macan,BTO,SRG,2015,83,1499317
macan,PKU,UPG,2016,155,3014671
country link,PKU,UPG,2016,164,3223267
water asia,JOG,BTH,2015,60,1003640
macan,KNO,BTH,2016,152,2941120
water asia,BDO,UPG,2017,198,3948124
water asia,PKU,BTH,2015,188,3739291
water asia,BTO,BTH,2016,200,3971364
mataram,BDO,PDG,2015,175,3448470
water asia,JOG,SRG,2016,156,3046363
country link,BTO,SRG,2016,128,2453670
country link,BTO,DPS,2016,174,2057753
rajawali,CGK,BTH,2017,170,1002623
macan,BDO,BTH,2015,76,1341184
water asia,JOG,UPG,2016,152,2954951
country link,CGK,DPS,2017,139,2673800
country link,JOG,HLP,2016,94,1746980
country link,PKU,SRG,2014,186,3680583
country link,BDO,UPG,2014,123,3132871
rajawali,JOG,HLP,2015,134,2580656
mataram,BTO,UPG,2016,158,3085301
rajawali,PKU,UPG,2015,183,3627570
water asia,PKU,HLP,2016,175,3441467
rajawali,BTO,BTH,2014,93,1715889
country link,BDO,UPG,2016,68,1191421
water asia,CGK,BTH,2016,105,1969441
macan,KNO,SRG,2015,133,2563040
rajawali,CGK,HLP,2016,87,1586685
macan,KNO,HLP,2015,120,2295509
macan,JOG,SRG,2016,66,1139972
mataram,BDO,PDG,2014,193,3833887
water asia,KNO,UPG,2016,175,3436742
water asia,CGK,DPS,2017,175,3457402
mataram,KNO,HLP,2015,92,1689219
country link,PKU,UPG,2015,64,1098988
macan,JOG,HLP,2014,117,2221795
macan,PKU,SRG,2014,128,2442380
country link,BTO,BTH,2016,137,2640667
macan,BDO,BTH,2016,89,1633993
macan,JOG,HLP,2017,120,2286550
rajawali,JOG,SRG,2017,168,3298323
country link,BDO,BTH,2017,186,3682202
water asia,BDO,PDG,2015,148,2863198
mataram,PKU,DPS,2014,195,3879304
country link,KNO,HLP,2017,122,2337434
macan,BDO,SRG,2016,183,3612869
rajawali,KNO,HLP,2015,133,2547586
water asia,KNO,PDG,2017,105,1973610
mataram,JOG,BTH,2017,192,3801847
rajawali,KNO,BTH,2016,89,1635779
rajawali,PKU,HLP,2014,109,2570162
macan,JOG,BTH,2015,116,3970840
mataram,PKU,UPG,2015,140,2690601
mataram,JOG,PDG,2016,150,2903314
water asia,BTO,UPG,2014,76,1339430
rajawali,CGK,PDG,2014,197,3917702
macan,CGK,DPS,2015,147,2834757
water asia,PKU,HLP,2017,159,3091606
mataram,CGK,DPS,2015,197,3906373
water asia,BDO,DPS,2015,105,1974687
rajawali,BDO,HLP,2017,126,2418706
rajawali,PKU,UPG,2017,188,3728683
water asia,BDO,HLP,2015,193,3840714
rajawali,CGK,PDG,2017,61,1023645
water asia,BTO,BTH,2014,200,3996937
mataram,BTO,UPG,2015,197,3904218
macan,CGK,DPS,2016,130,2492039
macan,PKU,DPS,2016,119,2279287
rajawali,BDO,SRG,2015,188,3736512
water asia,BDO,DPS,2014,161,3142738
country link,PKU,PDG,2015,79,1428280
macan,JOG,PDG,2017,165,1570062
mataram,BTO,SRG,2016,196,3890060
rajawali,CGK,SRG,2016,126,2409693
rajawali,CGK,SRG,2017,164,3210481
water asia,BTO,SRG,2015,121,2325119
macan,JOG,UPG,2017,165,3235533
water asia,JOG,BTH,2014,60,1015780
water asia,PKU,HLP,2014,134,2568230
mataram,JOG,BTH,2017,93,1729364
rajawali,BDO,UPG,2015,196,3902583
country link,PKU,UPG,2014,92,1684090
macan,BDO,UPG,2016,66,1139466
rajawali,JOG,HLP,2015,117,2224087
mataram,CGK,BTH,2016,67,3142084
country link,KNO,DPS,2017,197,3911713
country link,KNO,BTH,2014,138,2651891
mataram,BDO,DPS,2014,176,3477474
country link,CGK,SRG,2014,157,3056478
water asia,KNO,BTH,2015,194,3851430
water asia,BTO,DPS,2014,183,3620860
macan,CGK,HLP,2014,189,3129927
water asia,PKU,UPG,2014,182,3585190
mataram,CGK,BTH,2015,118,2253715
macan,PKU,SRG,2016,128,2452661
country link,KNO,PDG,2014,154,2996450
mataram,JOG,SRG,2015,175,3450453
mataram,BTO,SRG,2015,143,2764689
mataram,BDO,DPS,2016,133,2555307
macan,BDO,HLP,2015,144,2788649
mataram,BTO,SRG,2016,160,3124559
water asia,BTO,DPS,2016,154,2995997
macan,KNO,HLP,2015,88,1610117
water asia,BTO,DPS,2015,69,3686407
macan,KNO,PDG,2017,198,3946351
country link,PKU,BTH,2014,135,2602440
mataram,BTO,BTH,2014,169,3326385
mataram,JOG,UPG,2015,127,2430588
mataram,CGK,SRG,2014,150,2903092
rajawali,JOG,SRG,2016,120,2289924
macan,BDO,UPG,2016,90,1652012
country link,JOG,SRG,2016,99,1843552
water asia,JOG,UPG,2017,62,1056938
mataram,CGK,PDG,2017,194,3847188
rajawali,JOG,BTH,2014,73,1293491
macan,PKU,HLP,2015,109,2060193
country link,BTO,UPG,2015,159,3093774
mataram,JOG,BTH,2014,185,3663201
water asia,CGK,DPS,2015,66,1641213
rajawali,KNO,BTH,2016,106,1983692
water asia,PKU,BTH,2014,95,1765225
water asia,BTO,DPS,2016,155,3024285
mataram,KNO,BTH,2017,90,1647097
country link,BTO,UPG,2017,98,1813398
macan,CGK,PDG,2014,165,3225446
country link,PKU,UPG,2015,185,2372472
country link,JOG,HLP,2015,155,3017059
macan,CGK,PDG,2015,108,2053456
macan,BDO,HLP,2016,133,2560533
macan,KNO,HLP,2015,142,2730538
country link,JOG,UPG,2015,170,3343536
rajawali,PKU,BTH,2017,130,2496479
rajawali,JOG,SRG,2017,164,3214327
mataram,BTO,DPS,2015,67,3374807
mataram,CGK,SRG,2016,113,2158316
water asia,KNO,HLP,2017,176,3465667
country link,KNO,PDG,2016,124,2371282
water asia,BTO,PDG,2017,174,3426957
mataram,PKU,DPS,2016,119,2273323
country link,KNO,SRG,2014,166,3250572
country link,CGK,BTH,2014,148,2874498
rajawali,KNO,HLP,2017,63,1064521
macan,PKU,PDG,2017,140,2692142
water asia,KNO,DPS,2015,108,2046785
country link,PKU,UPG,2017,147,2839123
country link,CGK,HLP,2016,67,1153806
mataram,CGK,SRG,2017,112,2130779
mataram,PKU,HLP,2016,193,3844445
macan,PKU,UPG,2016,62,1062744
macan,JOG,UPG,2017,85,3239760
macan,BTO,HLP,2016,127,2427487
macan,BTO,SRG,2017,121,2324343
water asia,JOG,SRG,2014,167,3269808
mataram,BTO,BTH,2017,133,2560579
macan,JOG,SRG,2016,189,3751258
water asia,KNO,BTH,2016,124,2369472
macan,KNO,HLP,2015,103,1929708
macan,BDO,PDG,2014,125,2393936
country link,PKU,BTH,2017,80,1431518
rajawali,BTO,DPS,2016,147,2841090
water asia,CGK,DPS,2014,65,1123306
macan,BTO,BTH,2017,72,1266677
country link,PKU,PDG,2017,63,1081968
rajawali,JOG,DPS,2016,183,3607391
macan,CGK,SRG,2016,133,2556331
rajawali,BTO,PDG,2016,157,3053943
macan,BDO,BTH,2016,130,2481226
rajawali,CGK,BTH,2014,193,3829160
country link,KNO,UPG,2014,195,3868993
rajawali,BTO,HLP,2017,102,1909471
macan,BTO,DPS,2014,192,3813928
mataram,BTO,SRG,2015,189,2049308
country link,PKU,SRG,2014,170,3353950
country link,BTO,BTH,2017,78,1407209
country link,BDO,HLP,2016,72,1263557
mataram,BDO,UPG,2015,81,1455144
country link,BDO,BTH,2016,120,2300799
macan,KNO,UPG,2014,136,2180993
macan,KNO,DPS,2017,62,1062971
macan,BTO,SRG,2016,114,2160057
rajawali,BDO,SRG,2015,103,1928971
rajawali,BDO,DPS,2017,111,2121221
water asia,JOG,HLP,2015,70,2659413
water asia,BTO,PDG,2017,135,2598781
mataram,BTO,HLP,2014,85,1546649
mataram,PKU,UPG,2017,93,1724629
mataram,BDO,BTH,2014,152,2941396
mataram,CGK,SRG,2016,108,2045202
water asia,CGK,SRG,2016,65,1122236
mataram,JOG,SRG,2015,121,2322395
macan,KNO,DPS,2016,155,3010090
macan,CGK,UPG,2016,89,1629106
country link,CGK,UPG,2014,142,2735203
macan,BDO,HLP,2017,63,1083190
country link,KNO,DPS,2016,111,2105731
country link,BTO,SRG,2016,176,3479318
mataram,JOG,DPS,2014,133,2562402
mataram,KNO,BTH,2016,118,2855195
mataram,PKU,SRG,2014,133,2562944
country link,KNO,HLP,2014,195,3868000
water asia,BDO,HLP,2017,118,2246892
mataram,PKU,DPS,2017,146,2825901
macan,BTO,SRG,2015,153,2966879
mataram,BDO,PDG,2017,189,3760203
rajawali,KNO,BTH,2017,120,2305404
rajawali,KNO,UPG,2017,154,2998936
country link,PKU,DPS,2016,65,1121308
country link,BDO,HLP,2015,160,3133760
mataram,BTO,HLP,2017,164,3203209
mataram,PKU,UPG,2015,161,3145439
country link,PKU,SRG,2014,171,3370565
water asia,BDO,BTH,2016,136,2979251
macan,JOG,UPG,2014,168,3302050
rajawali,BTO,DPS,2016,108,2037592
mataram,CGK,PDG,2015,60,1019299
rajawali,BDO,SRG,2014,114,2183263
mataram,KNO,UPG,2016,76,1347967
rajawali,BDO,PDG,2017,61,1025115
macan,PKU,PDG,2016,79,1418606
country link,BTO,SRG,2016,142,2735638
water asia,KNO,PDG,2015,111,2118885
macan,PKU,SRG,2014,149,2878008
macan,BTO,SRG,2017,142,2736888
mataram,BDO,BTH,2014,94,1751330
water asia,KNO,HLP,2015,110,2089662
country link,KNO,BTH,2016,112,2129190
country link,PKU,HLP,2015,130,2498504
macan,JOG,BTH,2017,75,1328676
mataram,CGK,PDG,2015,82,2584352
rajawali,BDO,UPG,2016,93,1707012
mataram,CGK,SRG,2014,186,3693209
mataram,PKU,UPG,2017,95,1772599
country link,JOG,SRG,2017,128,2444374
water asia,BDO,SRG,2017,189,3756641
country link,KNO,BTH,2015,77,1371257
mataram,CGK,SRG,2016,81,1466088
mataram,CGK,BTH,2014,176,3478884
rajawali,BTO,HLP,2015,198,3933905
macan,CGK,DPS,2017,101,1877206
mataram,BDO,PDG,2016,198,3931906
rajawali,CGK,HLP,2014,151,2923723
water asia,BDO,DPS,2015,151,2926633
water asia,KNO,PDG,2016,196,3892316
mataram,CGK,HLP,2017,114,2167337
water asia,KNO,PDG,2017,105,1982029
country link,PKU,SRG,2017,110,2081012
mataram,JOG,BTH,2015,155,3007890
rajawali,CGK,BTH,2016,173,3412342
mataram,BTO,UPG,2015,121,2318666
macan,PKU,PDG,2014,165,3227312
macan,BDO,UPG,2016,62,1262364
country link,JOG,SRG,2017,179,3519136
macan,KNO,SRG,2015,154,2995046
country link,PKU,PDG,2014,190,3774952
water asia,KNO,HLP,2016,126,2408097
water asia,PKU,DPS,2015,83,1506769
macan,KNO,DPS,2017,152,2942937
country link,BDO,SRG,2017,170,3873540
rajawali,BTO,DPS,2016,152,2949857
water asia,BTO,PDG,2017,165,3227409
country link,CGK,BTH,2017,117,2236660
water asia,CGK,UPG,2015,139,2667771
water asia,KNO,SRG,2014,85,1538557
country link,KNO,DPS,2015,113,2143410
rajawali,BDO,DPS,2015,179,3537963
water asia,BDO,UPG,2015,60,1012525
water asia,JOG,DPS,2014,126,2417047
mataram,BTO,HLP,2017,99,1848316
mataram,PKU,PDG,2015,149,2895720
water asia,BTO,BTH,2016,118,2250530
macan,CGK,HLP,2017,112,2127016
macan,JOG,PDG,2017,145,2804677
mataram,CGK,UPG,2016,199,3954384
water asia,JOG,BTH,2017,192,3809622
rajawali,BDO,DPS,2015,179,3516639
water asia,CGK,BTH,2016,127,2441669
rajawali,CGK,PDG,2015,126,2413592
water asia,BTO,SRG,2017,141,2716689
mataram,JOG,DPS,2016,107,2013110
mataram,JOG,PDG,2015,141,2707334
mataram,CGK,PDG,2016,64,1106350
country link,KNO,UPG,2015,86,1582511
mataram,JOG,DPS,2017,79,1419706
mataram,CGK,BTH,2014,104,2090504
water asia,JOG,HLP,2015,99,1835170
water asia,BDO,DPS,2015,164,3211860
macan,JOG,DPS,2014,84,1514731
water asia,JOG,PDG,2016,85,1551750
rajawali,BTO,PDG,2014,65,1112164
country link,CGK,SRG,2017,105,1973644
mataram,PKU,DPS,2014,118,2251103
water asia,KNO,PDG,2014,144,2767657
macan,JOG,HLP,2016,104,1947646
macan,KNO,BTH,2015,171,3366627
country link,BDO,SRG,2014,131,2501748
country link,JOG,DPS,2017,82,2656998
country link,JOG,UPG,2015,94,1736890
rajawali,PKU,UPG,2017,111,2120347
macan,JOG,HLP,2015,120,2301562
country link,CGK,DPS,2017,181,3577172
macan,PKU,SRG,2016,108,2038748
mataram,PKU,SRG,2017,127,2427914
water asia,PKU,PDG,2016,131,2502841
mataram,BDO,SRG,2016,144,2787084
water asia,CGK,UPG,2017,67,1145805
mataram,BDO,PDG,2016,178,3510039
rajawali,KNO,PDG,2014,120,2297513
macan,CGK,DPS,2016,198,3944317
rajawali,BDO,SRG,2015,146,2827022
mataram,PKU,DPS,2016,93,1716137
country link,BDO,PDG,2017,167,3278741
rajawali,BDO,UPG,2014,186,3682261
macan,PKU,BTH,2017,167,3286285
mataram,JOG,PDG,2015,137,2630861
water asia,BTO,DPS,2017,90,1658254
mataram,BTO,PDG,2015,68,1188332
mataram,BDO,UPG,2014,191,1533856
country link,CGK,BTH,2017,113,2149518
macan,PKU,SRG,2017,79,1416826
rajawali,KNO,UPG,2014,71,1248944
rajawali,KNO,BTH,2015,114,2620616
country link,JOG,UPG,2014,86,1571694
water asia,BDO,DPS,2014,77,1370945
mataram,BDO,UPG,2014,144,2767822
mataram,CGK,BTH,2017,149,2899314
country link,BDO,UPG,2014,150,1449701
rajawali,PKU,UPG,2017,94,1737747
country link,KNO,UPG,2015,83,1490315
macan,JOG,UPG,2015,151,2937549
macan,BTO,UPG,2014,161,3152254
rajawali,BDO,SRG,2015,116,2203913
rajawali,KNO,HLP,2016,100,1860790
mataram,PKU,SRG,2017,125,2401803
macan,JOG,PDG,2014,165,3228889
water asia,JOG,DPS,2014,156,3046873
country link,CGK,DPS,2015,68,1176118
water asia,KNO,BTH,2016,75,1330556
water asia,JOG,UPG,2015,67,1152788
mataram,BTO,HLP,2015,198,3930521
water asia,KNO,UPG,2016,135,2595962
macan,PKU,SRG,2017,161,3142693
macan,KNO,BTH,2015,130,2491579
water asia,KNO,SRG,2017,125,2398984
country link,BDO,HLP,2017,145,2794343
country link,BTO,HLP,2016,192,3803390
mataram,BTO,PDG,2015,90,1649160
water asia,BDO,BTH,2016,62,1056971
country link,PKU,HLP,2015,85,1555546
country link,BDO,PDG,2016,159,3100754
mataram,PKU,DPS,2014,150,2910124
water asia,CGK,SRG,2015,175,3435953
rajawali,BTO,PDG,2014,118,2252975
rajawali,JOG,DPS,2016,129,2462791
rajawali,KNO,DPS,2017,133,2559384
water asia,PKU,UPG,2016,86,1579860
macan,JOG,BTH,2014,89,1632684
rajawali,BDO,PDG,2015,94,1753191
mataram,CGK,BTH,2014,174,3418409
macan,BTO,SRG,2015,189,3753918
rajawali,PKU,UPG,2014,155,3015032
mataram,PKU,BTH,2017,90,1657859
mataram,BDO,SRG,2014,193,3822738
rajawali,PKU,PDG,2017,181,3584684
mataram,BTO,BTH,2015,186,3689964
country link,BTO,SRG,2014,95,1773296
water asia,PKU,SRG,2015,85,1550484
mataram,JOG,DPS,2014,94,1743739
water asia,PKU,SRG,2016,134,2569854
macan,KNO,HLP,2015,187,3722588
mataram,CGK,HLP,2016,139,2667116
water asia,BDO,BTH,2017,186,1217830
mataram,CGK,UPG,2017,163,3186886
water asia,KNO,SRG,2016,193,3834577
country link,BTO,SRG,2015,119,2268330
macan,BDO,PDG,2014,192,3802144
water asia,JOG,PDG,2015,168,3308052
country link,BDO,PDG,2015,161,3142464
water asia,BDO,HLP,2016,71,1240107
macan,JOG,PDG,2016,134,2576938
mataram,CGK,UPG,2015,184,3648669
rajawali,JOG,SRG,2017,70,1224496
rajawali,PKU,BTH,2017,126,2409585
mataram,KNO,HLP,2017,109,2061438
water asia,PKU,HLP,2014,165,3223289
macan,JOG,UPG,2014,179,3535257
country link,CGK,UPG,2015,139,2678927
macan,BDO,BTH,2016,63,1084616
mataram,PKU,DPS,2016,188,1289920
rajawali,BTO,HLP,2015,197,3922857
macan,KNO,PDG,2014,145,2794535
water asia,BTO,UPG,2015,68,3320123
macan,JOG,HLP,2017,115,2191266
mataram,JOG,BTH,2016,184,3642553
country link,JOG,DPS,2015,88,3603652
mataram,BDO,SRG,2017,149,2888002
country link,BDO,HLP,2015,189,3749405
macan,JOG,PDG,2014,77,1381714
mataram,JOG,UPG,2014,177,3494487
water asia,CGK,DPS,2014,121,2316117
rajawali,KNO,DPS,2017,139,2669307
mataram,CGK,DPS,2014,112,2126303
rajawali,BTO,UPG,2015,146,2818877
mataram,BTO,DPS,2015,86,1574047
water asia,BTO,BTH,2016,89,1630672
water asia,PKU,PDG,2014,119,2280546
water asia,BDO,UPG,2016,144,2783850
water asia,CGK,BTH,2015,166,3265994
mataram,JOG,SRG,2016,103,1935031
country link,CGK,DPS,2015,153,2965612
water asia,JOG,DPS,2014,163,3177267
country link,KNO,HLP,2014,185,3675475
water asia,KNO,PDG,2015,106,1984097
mataram,KNO,PDG,2016,63,1090583
macan,BTO,SRG,2016,76,1353007
rajawali,BTO,PDG,2017,119,2263960
rajawali,BDO,PDG,2015,120,2291778
mataram,CGK,UPG,2017,65,1124794
mataram,PKU,BTH,2017,65,1118112
rajawali,BDO,PDG,2014,137,2648258
rajawali,PKU,SRG,2016,73,1279195
mataram,KNO,PDG,2016,121,2322804
country link,BDO,DPS,2015,152,2780532
macan,KNO,DPS,2014,158,3068407
macan,KNO,HLP,2016,180,3561786
rajawali,BDO,PDG,2014,155,3017406
water asia,CGK,PDG,2016,99,1838104
macan,CGK,UPG,2017,178,3508109
country link,CGK,SRG,2017,113,2143203
country link,CGK,HLP,2014,157,3062217
country link,BDO,PDG,2016,156,3032921
rajawali,BTO,HLP,2015,123,2368050
rajawali,CGK,BTH,2014,110,2098043
rajawali,BDO,SRG,2015,84,1530453
rajawali,KNO,UPG,2015,199,3957264
mataram,KNO,UPG,2014,106,1994112
rajawali,KNO,SRG,2014,181,3580709
mataram,CGK,UPG,2014,178,3502918
rajawali,BTO,DPS,2014,95,1755428
mataram,BTO,DPS,2015,173,3408994
macan,BTO,HLP,2016,82,1484382
macan,BDO,UPG,2014,186,3693283
macan,CGK,BTH,2015,75,1332239
macan,BTO,DPS,2016,188,3730712
country link,PKU,SRG,2016,65,1127433
water asia,BTO,HLP,2014,113,2143133
water asia,CGK,UPG,2017,101,1868915
country link,CGK,SRG,2016,197,3916901
water asia,BDO,SRG,2017,64,1099461
water asia,BDO,HLP,2015,104,1945861
water asia,BTO,HLP,2017,105,1961920
rajawali,JOG,UPG,2016,134,2555220
rajawali,KNO,HLP,2014,180,3544233
water asia,PKU,HLP,2014,178,2337222
country link,BDO,PDG,2016,181,3578207
macan,CGK,SRG,2016,166,3262092
mataram,JOG,PDG,2015,189,3754691
mataram,BDO,UPG,2014,168,3294750
mataram,BDO,UPG,2014,117,2236657
country link,KNO,SRG,2016,142,2747301
rajawali,JOG,DPS,2016,103,1932690
water asia,BDO,HLP,2017,123,2353986
country link,BDO,PDG,2014,155,3011809
rajawali,KNO,BTH,2015,163,3198077
mataram,KNO,PDG,2016,94,1735689
rajawali,BDO,SRG,2014,190,3766624
rajawali,PKU,PDG,2016,87,1592535
macan,JOG,HLP,2016,198,3950523
macan,BTO,PDG,2015,87,1598214
country link,JOG,PDG,2017,195,3880709
water asia,BDO,DPS,2016,79,1424949
country link,BDO,SRG,2016,95,1773567
rajawali,CGK,PDG,2015,123,2360975
mataram,BDO,BTH,2016,93,1706829
mataram,KNO,HLP,2016,198,3941216
rajawali,BDO,SRG,2017,81,1450560
macan,CGK,PDG,2016,80,1433464
macan,CGK,HLP,2017,154,2612239
rajawali,PKU,PDG,2016,109,2058900
water asia,CGK,BTH,2016,199,3956687
macan,BTO,PDG,2016,149,2898755
water asia,PKU,SRG,2017,160,3130438
water asia,KNO,DPS,2014,192,3807736
rajawali,KNO,PDG,2015,136,2627963
macan,BDO,HLP,2014,200,3976731
rajawali,JOG,HLP,2017,114,2182621
macan,BTO,SRG,2014,200,3998965
country link,BDO,DPS,2016,185,3674053
water asia,PKU,SRG,2014,91,1677861
country link,KNO,HLP,2014,155,3010545
rajawali,JOG,BTH,2014,164,3205495
rajawali,BTO,PDG,2017,176,3474998
water asia,JOG,SRG,2014,120,2306428
country link,CGK,SRG,2016,141,2719241
macan,KNO,PDG,2017,101,1880129
water asia,PKU,DPS,2015,97,1798698
rajawali,BTO,SRG,2014,77,1371647
macan,BTO,DPS,2017,67,1146572
country link,BTO,HLP,2016,130,2481524
rajawali,PKU,SRG,2016,134,2309276
mataram,BTO,DPS,2015,86,1567492
water asia,KNO,HLP,2017,167,3270257
water asia,BTO,PDG,2015,156,3028988
water asia,CGK,DPS,2014,155,3022548
macan,KNO,BTH,2017,118,2241909
water asia,KNO,SRG,2015,98,1826176
water asia,PKU,HLP,2016,94,1738918
macan,KNO,PDG,2016,88,1612363
water asia,BDO,HLP,2016,106,2601703
macan,PKU,SRG,2016,172,3383625
macan,CGK,DPS,2015,142,2741838
macan,CGK,HLP,2014,107,2014724
mataram,BTO,UPG,2014,104,1955961
mataram,PKU,DPS,2017,179,3518393
macan,KNO,DPS,2015,138,2657403
rajawali,KNO,DPS,2016,131,2499300
rajawali,JOG,UPG,2016,105,1977175
water asia,PKU,BTH,2016,167,3285473
country link,BDO,UPG,2015,101,1881301
rajawali,BTO,DPS,2017,187,3704249
country link,CGK,SRG,2014,64,1103272
water asia,PKU,SRG,2016,111,2108867
country link,PKU,PDG,2017,113,2146845
mataram,JOG,SRG,2015,63,1067290
macan,JOG,BTH,2015,183,3626777
country link,KNO,SRG,2016,182,3597514
water asia,JOG,BTH,2017,86,1581319
water asia,JOG,SRG,2016,84,1514481
water asia,CGK,UPG,2014,62,1048254
mataram,CGK,BTH,2014,141,2706910
rajawali,BDO,SRG,2017,197,3907333
macan,JOG,UPG,2016,95,1768006
mataram,KNO,PDG,2017,143,2757781
mataram,CGK,SRG,2017,101,1888418
mataram,CGK,PDG,2016,70,1220096
rajawali,BTO,HLP,2017,124,2375794
country link,PKU,SRG,2015,142,3923195
rajawali,CGK,PDG,2016,186,3690051
country link,KNO,BTH,2017,187,3717391
rajawali,KNO,SRG,2014,180,3542814
rajawali,JOG,BTH,2017,128,2441682
mataram,KNO,PDG,2015,125,2403587
water asia,BDO,HLP,2015,196,3887155
rajawali,BTO,BTH,2015,106,1997587
rajawali,JOG,HLP,2015,91,1666698
country link,KNO,SRG,2017,70,1225252
mataram,PKU,PDG,2015,163,3178891
macan,PKU,DPS,2015,179,3536966
country link,CGK,PDG,2017,97,1800233
country link,BTO,DPS,2015,154,2989224
water asia,CGK,DPS,2017,73,1286565
country link,PKU,BTH,2015,194,3863636
country link,JOG,DPS,2014,64,1091926
mataram,BDO,BTH,2017,186,3685952
country link,BDO,DPS,2016,151,3323815
country link,BTO,DPS,2015,86,1564063
water asia,BDO,SRG,2015,120,2288984
mataram,JOG,DPS,2017,68,1181656
macan,CGK,PDG,2014,93,1727902
country link,PKU,HLP,2014,126,2409940
rajawali,BDO,UPG,2015,144,2782225
water asia,BTO,BTH,2017,93,1729550
water asia,KNO,HLP,2015,86,1896737
mataram,KNO,BTH,2015,84,1527635
country link,JOG,DPS,2016,184,3640212
mataram,PKU,HLP,2015,134,2581114
rajawali,BTO,SRG,2015,164,3220185
mataram,PKU,DPS,2015,105,1964855
water asia,PKU,DPS,2014,68,1685782
macan,BDO,DPS,2015,111,2110956
macan,BDO,PDG,2016,93,1727049
water asia,KNO,SRG,2017,140,2690228
country link,JOG,HLP,2017,98,1814077
country link,PKU,BTH,2015,180,3553885
country link,KNO,PDG,2014,114,2165067
water asia,JOG,PDG,2017,98,1809048
country link,KNO,SRG,2017,167,3276684
rajawali,JOG,HLP,2015,190,3765064
rajawali,JOG,UPG,2016,100,1852035
macan,JOG,HLP,2017,117,2235302
rajawali,PKU,HLP,2014,124,2375140
country link,BTO,UPG,2014,132,2530691
country link,BTO,SRG,2016,79,1421494
mataram,PKU,DPS,2014,183,3614121
water asia,PKU,UPG,2015,116,2208314
mataram,BTO,UPG,2014,121,2312444
water asia,PKU,SRG,2014,180,3545196
rajawali,PKU,PDG,2017,96,1775856
mataram,BDO,BTH,2017,116,2213811
mataram,KNO,HLP,2016,150,1893773
macan,JOG,DPS,2017,194,3856428
country link,BTO,SRG,2016,98,1825597
water asia,BTO,HLP,2015,186,3687487
country link,BTO,UPG,2016,109,2066547
mataram,BDO,DPS,2014,140,2698221
mataram,BTO,PDG,2015,141,2722355
rajawali,BTO,BTH,2015,80,1439883
rajawali,CGK,PDG,2015,183,3614532
mataram,CGK,PDG,2014,121,2863379
rajawali,BDO,UPG,2016,160,3135580
